Authors,Title,Year,Source title,Link,Document Type,Source,EID
"Taffer A.","State strategy in territorial confict: A conceptual analysis of China’s strategy in the South China sea",2015,"Contemporary Southeast Asia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929104040&doi=10.1355%2fcs37-1d&partnerID=40&md5=3535d365909f87e545ba67f8a2f577e6",Article,Scopus,2-s2.0-84929104040
"Applebaum R.","The friendship project: Socialist internationalism in the soviet union and Czechoslovakia in the 1950s and 1960s",2015,"Slavic Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942543614&partnerID=40&md5=569661fd4180b41a91f766e023b7bc72",Article,Scopus,2-s2.0-84942543614
"Art D.","The German Rescue of the Eurozone: How Germany Is Getting the Europe It Always Wanted",2015,"Political Science Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931833935&doi=10.1002%2fpolq.12322&partnerID=40&md5=a9e719fde88cae8f10fc985dfe60f822",Article,Scopus,2-s2.0-84931833935
"Brizuela B.M., Blanton M., Sawrey K., Newman-Owens A., Murphy Gardiner A.","Children’s Use of Variables and Variable Notation to Represent Their Algebraic Ideas",2015,"Mathematical Thinking and Learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922239358&doi=10.1080%2f10986065.2015.981939&partnerID=40&md5=34d27e422572b16def2e38a173c87fc1",Article,Scopus,2-s2.0-84922239358
"Kazakoff E.R.","Technology-based literacies for young children: Digital literacy through learning to code",2015,"Young Children and Families in the Information Age: Applications of Technology in Early Childhood","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943231598&doi=10.1007%2f978-94-017-9184-7_3&partnerID=40&md5=e6103f5e06c3fb2bad4fba218d3d53f1",Book Chapter,Scopus,2-s2.0-84943231598
"Drezner D.W.","Targeted sanctions in a world of global finance",2015,"International Interactions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954223101&doi=10.1080%2f03050629.2015.1041297&partnerID=40&md5=3bf1257b63fbeb28add7920a0906fc28",Article,Scopus,2-s2.0-84954223101
"Bulutgil H.Z.","Social cleavages, wartime experience, and ethnic cleansing in Europe",2015,"Journal of Peace Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959218753&doi=10.1177%2f0022343315588339&partnerID=40&md5=3351830dab068b4fe5cd08e80923c54c",Article,Scopus,2-s2.0-84959218753
"Lerner R.M., Batanova M., Vest Ettekal A., Hunter C.","When the stars align: On the contributions of gilbert gottlieb and Peter C. M. Molenaar to developmental science theory and method",2015,"International Journal of Developmental Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930068435&doi=10.3233%2fDEV-14159&partnerID=40&md5=631318331d5bad700f132e8f55ee1fc7",Note,Scopus,2-s2.0-84930068435
"Walser J.","The classification of religions and religious classifications: A genre approach to the origin of religions",2015,"Culture and Religion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948667904&doi=10.1080%2f14755610.2015.1090465&partnerID=40&md5=ab55a12732f928c9dff0eded470a1a5c",Review,Scopus,2-s2.0-84948667904
"Smirnova A.","The 'feel like' construction in Russian and its kin: Implications for the structure of the lexicon",2015,"Journal of Linguistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922420954&doi=10.1017%2fS0022226714000231&partnerID=40&md5=457c46a0deaba30872993f1b5a8d0c74",Article,Scopus,2-s2.0-84922420954
"Martel W.C.","Grand strategy in theory and practice: The need for an effective American foreign policy",2015,"Grand Strategy in Theory and Practice: The Need for an Effective American Foreign Policy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953738601&doi=10.1017%2fCBO9781139976848&partnerID=40&md5=46e0fecd4411542c106c0d9e65c32922",Book,Scopus,2-s2.0-84953738601
"Bishara A.","Driving while Palestinian in Israel and the West Bank: The politics of disorientation and the routes of a subaltern knowledge",2015,"American Ethnologist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923136297&doi=10.1111%2famet.12114&partnerID=40&md5=c757e45a8adbeb263f2068f97eb0b24e",Article,Scopus,2-s2.0-84923136297
"Mufti M.","Democratizing potential of the 'arab spring': Some early observations",2015,"Government and Opposition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946187782&doi=10.1017%2fgov.2015.4&partnerID=40&md5=79cfb17ead79580f82b91311fd560130",Review,Scopus,2-s2.0-84946187782
"Conley-Zilkic B.","The pistol on the wall: How coercive military intervention limits atrocity prevention policies",2015,"Reconstructing Atrocity Prevention","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954271085&doi=10.1017%2fCBO9781316154632.004&partnerID=40&md5=b022b032ba6878c180a92813f451d0e6",Book Chapter,Scopus,2-s2.0-84954271085
"Wilkerson-Jerde M.H.","Locating the learner in collaborative constructionist design",2015,"Constructivist Foundations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937045638&partnerID=40&md5=37abfc2914c28144d322d11c975a6bf9",Review,Scopus,2-s2.0-84937045638
"Schmidt-Nowara C.","Héritages coloniaux ou innovations révolutionnaires ? Nouvelles recherches sur la race, l'esclavage et la citoyenneté dans les indépendances d'Amérique latine",2015,"Mouvement Social","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943235734&partnerID=40&md5=3ee6e2b67dce2f87ab6d84436629e75f",Article,Scopus,2-s2.0-84943235734
"Bratt R.G.","Comment on ""what is a 'Great Neighborhood'? An Analysis of APA's Top-Rated Places"" and APA's Response",2015,"Journal of the American Planning Association","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943201858&doi=10.1080%2f01944363.2015.1077085&partnerID=40&md5=888a4602df3d83f271a220927e625b54",Note,Scopus,2-s2.0-84943201858
"McWayne C.M.","Family-school partnerships in a context of urgent engagement: Rethinking models, measurement, and meaningfulness",2015,"Research on Family-School Partnerships","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944256764&doi=10.1007%2f978-3-319-13838-1_6&partnerID=40&md5=fe8d711cbd6f08d80255b95dadc693ef",Book,Scopus,2-s2.0-84944256764
"Weber S.","Daring to Marry: Marriage Equality Activism After Proposition 8 as Challenge to the Assimilationist/Radical Binary in Queer Studies",2015,"Journal of Homosexuality","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933680161&doi=10.1080%2f00918369.2015.1037127&partnerID=40&md5=50b0aec332c03f3331715cad61949f46",Article,Scopus,2-s2.0-84933680161
"Garden K.","The rihla and self-reinvention of Abu Bakr Ibn al-Arabi",2015,"Journal of the American Oriental Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948683525&partnerID=40&md5=648b25c86649bd2452a92a7c8d41cbec",Article,Scopus,2-s2.0-84948683525
"Levine P.","Civic renewal: Theory and practice",2015,"Generations: Rethinking Age and Citizenship","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952061800&partnerID=40&md5=a35bfc94d8c2d59a46a6ba51bc1c8e51",Book Chapter,Scopus,2-s2.0-84952061800
"Bishara A.","From Dust to Concrete: Infrastructural Change, Political Intractability, and the Colonial Road Movie",2015,"American Anthropologist","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929703829&doi=10.1111%2faman.12244&partnerID=40&md5=b8aa821a558afe070ad80691ceb6c863",Note,Scopus,2-s2.0-84929703829
"Helwege A.","Challenges with resolving mining conflicts in Latin America",2015,"Extractive Industries and Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920986108&doi=10.1016%2fj.exis.2014.10.003&partnerID=40&md5=c6f8511af42ae318f4dfe21c1021ba52",Article,Scopus,2-s2.0-84920986108
"Sullivan V., Balch K.","Spectacles and sociability: Rousseau’s response in his letter to d’alembert to montesquieu’s treatment of the theatre and of French and English society",2015,"History of European Ideas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924862787&doi=10.1080%2f01916599.2014.974921&partnerID=40&md5=9051fb0b4de468cb87f779b2d772ce8a",Article,Scopus,2-s2.0-84924862787
"Bratt R.G., Immergluck D.","The mortgage crisis: Historical context and recent responses",2015,"Journal of Urban Affairs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921535473&doi=10.1111%2fjuaf.12158&partnerID=40&md5=d3ad5f900aa793babdf12cd8f66a3137",Article,Scopus,2-s2.0-84921535473
"Marrow H.B., Joseph T.D.","Excluded and Frozen Out: Unauthorised Immigrants’ (Non)Access to Care after US Health Care Reform",2015,"Journal of Ethnic and Migration Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945440876&doi=10.1080%2f1369183X.2015.1051465&partnerID=40&md5=18e3d2f75f832a3ff431ea4f99800916",Article,Scopus,2-s2.0-84945440876
"Brizuela B.M., Scheuer N.","“Dynamic aspects of cognitive development and learning” [“Aspectos dinámicos en el desarrollo cognitivo y el aprendizaje”]",2015,"Infancia y Aprendizaje","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986907111&doi=10.1080%2f02103702.2015.1024542&partnerID=40&md5=f6afdf9366fddd647bb3938086fe2b5a",Article,Scopus,2-s2.0-84986907111
"Olsen E.O., Zabel J.E.","US Housing Policy",2015,"Handbook of Regional and Urban Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928991976&doi=10.1016%2fB978-0-444-59531-7.00014-4&partnerID=40&md5=7db71f7eb4bb81b70cb22bea35a7fd83",Article,Scopus,2-s2.0-84928991976
"Gaither S.E., Remedios J.D., Schultz J.R., Sommers S.R.","Priming White identity elicits stereotype boost for biracial Black-White individuals",2015,"Group Processes and Intergroup Relations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942322205&doi=10.1177%2f1368430215570504&partnerID=40&md5=5424c93d8b21c83d13844956f542399a",Article,Scopus,2-s2.0-84942322205
"De Waal A.","Rethinking activism: Social movements and the state over the Longue Durée",2015,"The Social Practice of Human Rights","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960267635&doi=10.1057%2f9781137503770.0005&partnerID=40&md5=661e85aa9ca8bc824325bf33bc4d1b73",Book Chapter,Scopus,2-s2.0-84960267635
"Loh C., Remick E.J.","China's skewed sex ratio and the one-child policy",2015,"China Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930798741&doi=10.1017%2fS0305741015000375&partnerID=40&md5=770c6077ea2daf403d65b02fb48b99b1",Article,Scopus,2-s2.0-84930798741
"Hammer D., Sikorski T.-R.","Implications of Complexity for Research on Learning Progressions",2015,"Science Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927738158&doi=10.1002%2fsce.21165&partnerID=40&md5=f905121dab02d48326350f9ad31dd2a7",Article,Scopus,2-s2.0-84927738158
"Landau L.B.","Recognition, solidarity, and the power of mobility in Africa's urban estuaries",2015,"Mobility Makes States: Migration and Power in Africa","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958683426&partnerID=40&md5=e287684acc3be62eb07806f33b326a27",Book Chapter,Scopus,2-s2.0-84958683426
"Crosnoe R., Smith C., Leventhal T.","Family Background, School-Age Trajectories of Activity Participation, and Academic Achievement at the Start of High School",2015,"Applied Developmental Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938383404&doi=10.1080%2f10888691.2014.983031&partnerID=40&md5=0ef6989589139b29184b874e456047a1",Article,Scopus,2-s2.0-84938383404
"Wilkerson-Jerde M.H., Wilensky U.J.","Patterns, Probabilities, and People: Making Sense of Quantitative Change in Complex Systems",2015,"Journal of the Learning Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929257902&doi=10.1080%2f10508406.2014.976647&partnerID=40&md5=6c8ee538d5ce59b5ab74a65ff213ed3c",Article,Scopus,2-s2.0-84929257902
"Shulman M.","Beaten, battered, and brawny: American variety entertainers and the working-class body",2015,"Working in the Wings: New Perspectives on Theatre History and Labor","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952314551&partnerID=40&md5=40388ced767c2d20b622911119398e08",Book Chapter,Scopus,2-s2.0-84952314551
"Park S.E., Kim A., Kristiansen J., Karimbux N.Y.","The influence of examiner type on dental students' OSCE scores",2015,"Journal of Dental Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925285373&partnerID=40&md5=d2bba394e562c9ea164d6d2d96d6347f",Article,Scopus,2-s2.0-84925285373
"Chamedes G., Foster E.A.","Introduction: Decolonization and religion in the french empire",2015,"French Politics, Culture and Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006237459&doi=10.3167%2ffpcs.2015.330201&partnerID=40&md5=abb2bc7625a58b92605ce47902c5d06e",Article,Scopus,2-s2.0-85006237459
"Loh P., Shear B.","Solidarity economy and community development: emerging cases in three Massachusetts cities",2015,"Community Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930045497&doi=10.1080%2f15575330.2015.1021362&partnerID=40&md5=94ec96de8a0466646e64f94e7cf007c6",Article,Scopus,2-s2.0-84930045497
"Yeo S., Birch A.S., Bengtsson H.I.J.","The role of state actors in cybersecurity: Can state actors find their role in cyberspace?",2015,"National Security and Counterintelligence in the Era of Cyber Espionage","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982949061&doi=10.4018%2f978-1-4666-9661-7.ch013&partnerID=40&md5=969a421c4f022a3c90a2cab44fc4c746",Book Chapter,Scopus,2-s2.0-84982949061
"Everett T.J., Everett B.M.","Justice and Gini coefficients",2015,"Politics, Philosophy and Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928160111&doi=10.1177%2f1470594X14528653&partnerID=40&md5=859968ce20cd36f33f7de5864976ffee",Article,Scopus,2-s2.0-84928160111
"Aker J.C., Fafchamps M.","Mobile phone coverage and producer markets: Evidence fromwest Africa",2015,"World Bank Economic Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943389091&doi=10.1093%2fwber%2flhu006&partnerID=40&md5=90e2aef61f785994bb543400589caec1",Article,Scopus,2-s2.0-84943389091
"Lykes M.B., Hershberg R.M.","Continuities and Discontinuities in Human Rights Violations: Historically Situating the Psychosocial Effects of Migration",2015,"Journal of Social Issues","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931390212&doi=10.1111%2fjosi.12108&partnerID=40&md5=feda287799116771bffed0d1e5c76e6b",Article,Scopus,2-s2.0-84931390212
"Berlant L., Edelman L.","Reading, Sex, and the Unbearable: A Response to Tim Dean",2015,"American Literary History","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941614235&doi=10.1093%2falh%2fajv035&partnerID=40&md5=4b4ed4c1c486756dc67a0587c6951c61",Review,Scopus,2-s2.0-84941614235
"Dhingra P., Parker J.","Franchising ethnic entrepreneurship: Immigrant business owners and an alternative economic model",2015,"Research in the Sociology of Work","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946167662&doi=10.1108%2fS0277-283320150000027023&partnerID=40&md5=fe0ed80920ca514171b77738c8c46c32",Article,Scopus,2-s2.0-84946167662
"Murray A., Goeb M., Stewart B., Hopper C., Peck J., Meub C., Asatekin A., Lantagne D.","Fouling in hollow fiber membrane microfilters used for household water treatment",2015,"Journal of Water Sanitation and Hygiene for Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936931932&doi=10.2166%2fwashdev.2015.206&partnerID=40&md5=9a2e8949b9fdea80601a467a8d73146e",Article,Scopus,2-s2.0-84936931932
"Allen J.D., Leyva B., Hilaire D.M., Reich A.J., Martinez L.S.","Priorities, concerns and unmet needs among Haitians in Boston after the 2010 earthquake",2015,"Health and Social Care in the Community","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923886793&doi=10.1111%2fhsc.12217&partnerID=40&md5=4c09717a8d7ef79d52c0639089cb151e",Article in Press,Scopus,2-s2.0-84923886793
"Murray A., Goeb M., Stewart B., Hopper C., Peck J., Meub C., Asatekin A., Lantagne D.","Response to: Lindquist, E. D., Norman, W. R., and Soerens, T. (2015) A review of: Fouling in hollow fiber membrane microfilters used for household water treatment (2015) Murray, A., Goeb, M., Stewart, B., Hopper, C., Peck, J., Meub, C., Asatekin, A. and Lantagne, D. J. WASHDev 5 (2), 220-228 doi:10.2166/washdev.2015.206",2015,"Journal of Water Sanitation and Hygiene for Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936934797&doi=10.2166%2fwashdev.2015.001&partnerID=40&md5=9adb1f38f7ffe6d5e18c5044d9a7703b",Note,Scopus,2-s2.0-84936934797
"Brugge D., Patton A.P., Bob A., Reisner E., Lowe L., Bright O.-J.M., Durant J.L., Newman J., Zamore W.","Developing policy and practice to reduce traffic-related air pollution exposure",2015,"Environmental Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932185588&doi=10.1089%2fenv.2015.0007&partnerID=40&md5=811158d17863d4bbeb74720c6f9816e0",Article,Scopus,2-s2.0-84932185588
"Apone K., Bers M., Brennan K., Franklin D., Israel M., Yongpradit P.","Bringing grades K-5 to the mainstream of computer science education",2015,"SIGCSE 2015 - Proceedings of the 46th ACM Technical Symposium on Computer Science Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942436639&doi=10.1145%2f2676723.2677332&partnerID=40&md5=b14506ea9afa79af96194343cd335853",Conference Paper,Scopus,2-s2.0-84942436639
